,Unnamed: 0,Unnamed: 0.1,round,player,action_player,opponent,action_opponent,payoff,time_php,time_js,who_played,treatment,session,player_id,context,prev,prev_player,prev_opp,y,prev_p,prev_o,prev_p2,prev_o2
8407,8407,7,1,s10n5usuario1,D,s10n5usuario7,C,4,10890.7001019,10862.0,user,fix,s10n5,84,--,--,,,0,0,0,-1,-1
8415,8415,15,2,s10n5usuario1,D,s10n5usuario7,D,1,5305.09996414,5274.0,user,fix,s10n5,84,DCD,DC,D,C,0,1,0,-1,-1
8423,8423,23,3,s10n5usuario1,C,s10n5usuario7,D,0,7678.49993706,7649.0,user,fix,s10n5,84,DDC,DD,D,D,1,0,0,D,C
8431,8431,31,4,s10n5usuario1,D,s10n5usuario7,C,4,10229.899883299999,10207.0,user,fix,s10n5,84,CDD,CD,C,D,0,0,1,D,D
8439,8439,39,5,s10n5usuario1,D,s10n5usuario7,C,4,3847.8000164000014,3821.0,user,fix,s10n5,84,DCD,DC,D,C,0,1,0,C,D
8447,8447,47,6,s10n5usuario1,C,s10n5usuario7,D,0,11226.7000675,11200.0,user,fix,s10n5,84,DCC,DC,D,C,1,1,0,D,C
8455,8455,55,7,s10n5usuario1,D,s10n5usuario7,D,1,4219.30003166,4195.0,user,fix,s10n5,84,CDD,CD,C,D,0,0,1,D,C
8463,8463,63,8,s10n5usuario1,D,s10n5usuario7,C,4,2089.20001984,2064.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,C,D
8471,8471,71,9,s10n5usuario1,C,s10n5usuario7,D,0,5738.39998245,5709.0,user,fix,s10n5,84,DCC,DC,D,C,1,1,0,D,D
8479,8479,79,10,s10n5usuario1,D,s10n5usuario7,C,4,4128.79991531,4069.0,user,fix,s10n5,84,CDD,CD,C,D,0,0,1,D,C
8487,8487,87,11,s10n5usuario1,C,s10n5usuario7,D,0,13432.199955000002,13402.0,user,fix,s10n5,84,DCC,DC,D,C,1,1,0,C,D
8495,8495,95,12,s10n5usuario1,D,s10n5usuario7,D,1,1470.09992599,1445.0,user,fix,s10n5,84,CDD,CD,C,D,0,0,1,D,C
8503,8503,103,13,s10n5usuario1,D,s10n5usuario7,C,4,1757.60006905,1731.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,C,D
8511,8511,111,14,s10n5usuario1,D,s10n5usuario7,C,4,2093.09983253,2065.0,user,fix,s10n5,84,DCD,DC,D,C,0,1,0,D,D
8519,8519,119,15,s10n5usuario1,D,s10n5usuario7,C,4,1909.30008888,1884.0,user,fix,s10n5,84,DCD,DC,D,C,0,1,0,D,C
8527,8527,127,16,s10n5usuario1,D,s10n5usuario7,D,1,2745.20015717,2722.0,user,fix,s10n5,84,DCD,DC,D,C,0,1,0,D,C
8535,8535,135,17,s10n5usuario1,D,s10n5usuario7,D,1,2791.70012474,2765.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,C
8543,8543,143,18,s10n5usuario1,C,s10n5usuario7,D,0,3626.00016594,3597.0,user,fix,s10n5,84,DDC,DD,D,D,1,0,0,D,D
8551,8551,151,19,s10n5usuario1,D,s10n5usuario7,C,4,4782.99999237,4756.0,user,fix,s10n5,84,CDD,CD,C,D,0,0,1,D,D
8559,8559,159,20,s10n5usuario1,C,s10n5usuario7,D,0,5567.99983978,5504.0,user,fix,s10n5,84,DCC,DC,D,C,1,1,0,C,D
8567,8567,167,21,s10n5usuario1,D,s10n5usuario7,D,1,1282.19985962,1254.0,user,fix,s10n5,84,CDD,CD,C,D,0,0,1,D,C
8575,8575,175,22,s10n5usuario1,D,s10n5usuario7,D,1,876.600027084,850.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,C,D
8583,8583,183,23,s10n5usuario1,D,s10n5usuario7,C,4,6362.5998497,6335.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
8591,8591,191,24,s10n5usuario1,D,s10n5usuario7,D,1,8110.59999466,8078.0,user,fix,s10n5,84,DCD,DC,D,C,0,1,0,D,D
8599,8599,199,25,s10n5usuario1,D,s10n5usuario7,D,1,5341.50004387,5302.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,C
8607,8607,207,26,s10n5usuario1,D,s10n5usuario7,C,4,4876.69992447,4831.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
8615,8615,215,27,s10n5usuario1,D,s10n5usuario7,C,4,2618.40009689,2590.0,user,fix,s10n5,84,DCD,DC,D,C,0,1,0,D,D
8623,8623,223,28,s10n5usuario1,D,s10n5usuario7,D,1,2908.69998932,2864.0,user,fix,s10n5,84,DCD,DC,D,C,0,1,0,D,C
8631,8631,231,29,s10n5usuario1,D,s10n5usuario7,D,1,6325.00004768,6302.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,C
8639,8639,239,30,s10n5usuario1,D,s10n5usuario7,D,1,3768.59998703,3739.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
8647,8647,247,31,s10n5usuario1,D,s10n5usuario7,C,4,8087.89992332,8017.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
8655,8655,255,32,s10n5usuario1,D,s10n5usuario7,C,4,4022.09997177,3994.0,user,fix,s10n5,84,DCD,DC,D,C,0,1,0,D,D
8663,8663,263,33,s10n5usuario1,C,s10n5usuario7,C,3,4933.79998207,4909.0,user,fix,s10n5,84,DCC,DC,D,C,1,1,0,D,C
8671,8671,271,34,s10n5usuario1,D,s10n5usuario7,C,4,2272.59993553,2248.0,user,fix,s10n5,84,CCD,CC,C,C,0,1,1,D,C
8679,8679,279,35,s10n5usuario1,D,s10n5usuario7,D,1,2382.29990005,2355.0,user,fix,s10n5,84,DCD,DC,D,C,0,1,0,C,C
8687,8687,287,36,s10n5usuario1,D,s10n5usuario7,D,1,3472.70011902,3449.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,C
8695,8695,295,37,s10n5usuario1,D,s10n5usuario7,D,1,1176.4998435999996,1150.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
8703,8703,303,38,s10n5usuario1,D,s10n5usuario7,D,1,1284.39998627,1253.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
8711,8711,311,39,s10n5usuario1,D,s10n5usuario7,D,1,961.000204086,937.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
8719,8719,319,40,s10n5usuario1,C,s10n5usuario7,D,0,567.300081253,542.0,user,fix,s10n5,84,DDC,DD,D,D,1,0,0,D,D
8727,8727,327,41,s10n5usuario1,D,s10n5usuario7,D,1,3649.50013161,3620.0,user,fix,s10n5,84,CDD,CD,C,D,0,0,1,D,D
8735,8735,335,42,s10n5usuario1,D,s10n5usuario7,D,1,1344.40016747,1319.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,C,D
8743,8743,343,43,s10n5usuario1,D,s10n5usuario7,D,1,699.599981308,674.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
8751,8751,351,44,s10n5usuario1,D,s10n5usuario7,D,1,623.300075531,594.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
8759,8759,359,45,s10n5usuario1,D,s10n5usuario7,D,1,10193.500042,10171.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
8767,8767,367,46,s10n5usuario1,D,s10n5usuario7,C,4,795.099973679,768.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
8775,8775,375,47,s10n5usuario1,D,s10n5usuario7,C,4,3054.89993095,3029.0,user,fix,s10n5,84,DCD,DC,D,C,0,1,0,D,D
8783,8783,383,48,s10n5usuario1,D,s10n5usuario7,C,4,1818.59993935,1789.0,user,fix,s10n5,84,DCD,DC,D,C,0,1,0,D,C
8791,8791,391,49,s10n5usuario1,D,s10n5usuario7,C,4,7763.4999752,7729.0,user,fix,s10n5,84,DCD,DC,D,C,0,1,0,D,C
8799,8799,399,50,s10n5usuario1,D,s10n5usuario7,D,1,2339.6999836,2312.0,user,fix,s10n5,84,DCD,DC,D,C,0,1,0,D,C
8807,8807,407,51,s10n5usuario1,D,s10n5usuario7,D,1,3896.89993858,3871.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,C
8815,8815,415,52,s10n5usuario1,D,s10n5usuario7,D,1,1251.89995766,1222.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
8823,8823,423,53,s10n5usuario1,D,s10n5usuario7,D,1,5406.10003471,5376.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
8831,8831,431,54,s10n5usuario1,D,s10n5usuario7,D,1,1154.59990501,1128.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
8839,8839,439,55,s10n5usuario1,D,s10n5usuario7,D,1,914.20006752,858.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
8847,8847,447,56,s10n5usuario1,D,s10n5usuario7,D,1,849.9000072480002,826.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
8855,8855,455,57,s10n5usuario1,D,s10n5usuario7,D,1,739.7000789639999,715.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
8863,8863,463,58,s10n5usuario1,D,s10n5usuario7,D,1,9302.50000954,9275.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
8871,8871,471,59,s10n5usuario1,D,s10n5usuario7,D,1,8985.80002785,8956.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
8879,8879,479,60,s10n5usuario1,D,s10n5usuario7,D,1,3137.20011711,3109.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
8887,8887,487,61,s10n5usuario1,D,s10n5usuario7,D,1,11287.1999741,11258.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
8895,8895,495,62,s10n5usuario1,D,s10n5usuario7,D,1,1991.40000343,1964.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
8903,8903,503,63,s10n5usuario1,D,s10n5usuario7,D,1,11447.799921,11427.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
8911,8911,511,64,s10n5usuario1,D,s10n5usuario7,D,1,832.000017166,806.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
8919,8919,519,65,s10n5usuario1,D,s10n5usuario7,D,1,883.300065994,858.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
8927,8927,527,66,s10n5usuario1,D,s10n5usuario7,D,1,543.299913406,518.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
8935,8935,535,67,s10n5usuario1,D,s10n5usuario7,D,1,3906.1999321000003,3871.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
8943,8943,543,68,s10n5usuario1,D,s10n5usuario7,C,4,1092.70000458,1065.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
8951,8951,551,69,s10n5usuario1,D,s10n5usuario7,C,4,567.19994545,539.0,user,fix,s10n5,84,DCD,DC,D,C,0,1,0,D,D
8959,8959,559,70,s10n5usuario1,D,s10n5usuario7,C,4,3984.79986191,3959.0,user,fix,s10n5,84,DCD,DC,D,C,0,1,0,D,C
8967,8967,567,71,s10n5usuario1,D,s10n5usuario7,C,4,833.699941635,804.0,user,fix,s10n5,84,DCD,DC,D,C,0,1,0,D,C
8975,8975,575,72,s10n5usuario1,D,s10n5usuario7,D,1,576.099872589,549.0,user,fix,s10n5,84,DCD,DC,D,C,0,1,0,D,C
8983,8983,583,73,s10n5usuario1,D,s10n5usuario7,D,1,691.699981689,664.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,C
8991,8991,591,74,s10n5usuario1,D,s10n5usuario7,D,1,709.399938583,690.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
8999,8999,599,75,s10n5usuario1,D,s10n5usuario7,D,1,2079.20002937,2058.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
9007,9007,607,76,s10n5usuario1,D,s10n5usuario7,D,1,3689.89992142,3670.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
9015,9015,615,77,s10n5usuario1,D,s10n5usuario7,D,1,12302.799940100002,12249.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
9023,9023,623,78,s10n5usuario1,C,s10n5usuario7,D,0,1810.19997597,1782.0,user,fix,s10n5,84,DDC,DD,D,D,1,0,0,D,D
9031,9031,631,79,s10n5usuario1,D,s10n5usuario7,C,4,857.499837875,828.0,user,fix,s10n5,84,CDD,CD,C,D,0,0,1,D,D
9039,9039,639,80,s10n5usuario1,D,s10n5usuario7,D,1,902.6999473569999,882.0,user,fix,s10n5,84,DCD,DC,D,C,0,1,0,C,D
9047,9047,647,81,s10n5usuario1,D,s10n5usuario7,D,1,602.100133896,558.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,C
9055,9055,655,82,s10n5usuario1,D,s10n5usuario7,D,1,2501.19996071,2473.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
9063,9063,663,83,s10n5usuario1,D,s10n5usuario7,D,1,1489.70007896,1460.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
9071,9071,671,84,s10n5usuario1,D,s10n5usuario7,D,1,808.899879456,778.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
9079,9079,679,85,s10n5usuario1,D,s10n5usuario7,D,1,630.399942398,604.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
9087,9087,687,86,s10n5usuario1,D,s10n5usuario7,D,1,3000.69999695,2974.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
9095,9095,695,87,s10n5usuario1,D,s10n5usuario7,D,1,1826.69997215,1801.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
9103,9103,703,88,s10n5usuario1,D,s10n5usuario7,D,1,2801.30004883,2776.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
9111,9111,711,89,s10n5usuario1,C,s10n5usuario7,D,0,1586.8999958,1561.0,user,fix,s10n5,84,DDC,DD,D,D,1,0,0,D,D
9119,9119,719,90,s10n5usuario1,C,s10n5usuario7,C,3,1488.39998245,1462.0,user,fix,s10n5,84,CDC,CD,C,D,1,0,1,D,D
9127,9127,727,91,s10n5usuario1,C,s10n5usuario7,C,3,1928.79986763,1910.0,user,fix,s10n5,84,CCC,CC,C,C,1,1,1,C,D
9135,9135,735,92,s10n5usuario1,D,s10n5usuario7,C,4,1368.70002747,1341.0,user,fix,s10n5,84,CCD,CC,C,C,0,1,1,C,C
9143,9143,743,93,s10n5usuario1,D,s10n5usuario7,C,4,947.800159454,922.0,user,fix,s10n5,84,DCD,DC,D,C,0,1,0,C,C
9151,9151,751,94,s10n5usuario1,D,s10n5usuario7,D,1,1154.20007706,1129.0,user,fix,s10n5,84,DCD,DC,D,C,0,1,0,D,C
9159,9159,759,95,s10n5usuario1,D,s10n5usuario7,D,1,754.400014877,735.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,C
9167,9167,767,96,s10n5usuario1,D,s10n5usuario7,D,1,941.400051117,916.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
9175,9175,775,97,s10n5usuario1,D,s10n5usuario7,D,1,839.4000530239999,812.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
9183,9183,783,98,s10n5usuario1,D,s10n5usuario7,D,1,1024.3999958,997.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
9191,9191,791,99,s10n5usuario1,D,s10n5usuario7,D,1,373.300075531,343.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
9199,9199,799,100,s10n5usuario1,D,s10n5usuario7,D,1,985.999822617,960.0,user,fix,s10n5,84,DDD,DD,D,D,0,0,0,D,D
8403,8403,3,1,s10n5usuario2,C,s10n5usuario8,C,3,7742.39993095,7713.0,user,fix,s10n5,85,--,--,,,1,0,0,-1,-1
8411,8411,11,2,s10n5usuario2,C,s10n5usuario8,C,3,4261.30008698,4235.0,user,fix,s10n5,85,CCC,CC,C,C,1,1,1,-1,-1
8419,8419,19,3,s10n5usuario2,D,s10n5usuario8,C,4,3083.60004425,3060.0,user,fix,s10n5,85,CCD,CC,C,C,0,1,1,C,C
8427,8427,27,4,s10n5usuario2,D,s10n5usuario8,C,4,3144.49977875,3118.0,user,fix,s10n5,85,DCD,DC,D,C,0,1,0,C,C
8435,8435,35,5,s10n5usuario2,C,s10n5usuario8,D,0,6487.20002174,6460.0,user,fix,s10n5,85,DCC,DC,D,C,1,1,0,D,C
8443,8443,43,6,s10n5usuario2,C,s10n5usuario8,C,3,4629.29987907,4601.0,user,fix,s10n5,85,CDC,CD,C,D,1,0,1,D,C
8451,8451,51,7,s10n5usuario2,D,s10n5usuario8,C,4,3486.1998558,3464.0,user,fix,s10n5,85,CCD,CC,C,C,0,1,1,C,D
8459,8459,59,8,s10n5usuario2,C,s10n5usuario8,C,3,5481.59980774,5451.0,user,fix,s10n5,85,DCC,DC,D,C,1,1,0,C,C
8467,8467,67,9,s10n5usuario2,C,s10n5usuario8,C,3,5459.3000412,5427.0,user,fix,s10n5,85,CCC,CC,C,C,1,1,1,D,C
8475,8475,75,10,s10n5usuario2,D,s10n5usuario8,C,4,2828.20010185,2810.0,user,fix,s10n5,85,CCD,CC,C,C,0,1,1,C,C
8483,8483,83,11,s10n5usuario2,D,s10n5usuario8,C,4,4816.30015373,4792.0,user,fix,s10n5,85,DCD,DC,D,C,0,1,0,C,C
8491,8491,91,12,s10n5usuario2,C,s10n5usuario8,C,3,3636.60001755,3609.0,user,fix,s10n5,85,DCC,DC,D,C,1,1,0,D,C
8499,8499,99,13,s10n5usuario2,C,s10n5usuario8,C,3,4147.60017395,4117.0,user,fix,s10n5,85,CCC,CC,C,C,1,1,1,D,C
8507,8507,107,14,s10n5usuario2,D,s10n5usuario8,D,1,5810.79983711,5762.0,user,fix,s10n5,85,CCD,CC,C,C,0,1,1,C,C
8515,8515,115,15,s10n5usuario2,D,s10n5usuario8,C,4,3782.90009499,3754.0,user,fix,s10n5,85,DDD,DD,D,D,0,0,0,C,C
8523,8523,123,16,s10n5usuario2,C,s10n5usuario8,C,3,4168.09988022,4141.0,user,fix,s10n5,85,DCC,DC,D,C,1,1,0,D,D
8531,8531,131,17,s10n5usuario2,C,s10n5usuario8,C,3,3822.49999046,3797.0,user,fix,s10n5,85,CCC,CC,C,C,1,1,1,D,C
8539,8539,139,18,s10n5usuario2,D,s10n5usuario8,C,4,7529.19983864,7505.0,user,fix,s10n5,85,CCD,CC,C,C,0,1,1,C,C
8547,8547,147,19,s10n5usuario2,D,s10n5usuario8,C,4,4974.60007668,4952.0,user,fix,s10n5,85,DCD,DC,D,C,0,1,0,C,C
8555,8555,155,20,s10n5usuario2,D,s10n5usuario8,D,1,3406.89992905,3367.0,user,fix,s10n5,85,DCD,DC,D,C,0,1,0,D,C
8563,8563,163,21,s10n5usuario2,C,s10n5usuario8,C,3,2911.90004349,2887.0,user,fix,s10n5,85,DDC,DD,D,D,1,0,0,D,C
8571,8571,171,22,s10n5usuario2,D,s10n5usuario8,C,4,3297.00016975,3265.0,user,fix,s10n5,85,CCD,CC,C,C,0,1,1,D,D
8579,8579,179,23,s10n5usuario2,D,s10n5usuario8,C,4,2751.60002708,2717.0,user,fix,s10n5,85,DCD,DC,D,C,0,1,0,C,C
8587,8587,187,24,s10n5usuario2,C,s10n5usuario8,D,0,2689.30006027,2664.0,user,fix,s10n5,85,DCC,DC,D,C,1,1,0,D,C
8595,8595,195,25,s10n5usuario2,C,s10n5usuario8,D,0,1866.19997025,1839.0,user,fix,s10n5,85,CDC,CD,C,D,1,0,1,D,C
8603,8603,203,26,s10n5usuario2,C,s10n5usuario8,D,0,1585.19983292,1565.0,user,fix,s10n5,85,CDC,CD,C,D,1,0,1,C,D
8611,8611,211,27,s10n5usuario2,D,s10n5usuario8,D,1,1944.39983368,1919.0,user,fix,s10n5,85,CDD,CD,C,D,0,0,1,C,D
8619,8619,219,28,s10n5usuario2,D,s10n5usuario8,C,4,2106.59980774,2078.0,user,fix,s10n5,85,DDD,DD,D,D,0,0,0,C,D
8627,8627,227,29,s10n5usuario2,D,s10n5usuario8,C,4,2044.09980774,2019.0,user,fix,s10n5,85,DCD,DC,D,C,0,1,0,D,D
8635,8635,235,30,s10n5usuario2,C,s10n5usuario8,C,3,1661.00001335,1630.0,user,fix,s10n5,85,DCC,DC,D,C,1,1,0,D,C
8643,8643,243,31,s10n5usuario2,C,s10n5usuario8,C,3,2773.69999886,2746.0,user,fix,s10n5,85,CCC,CC,C,C,1,1,1,D,C
8651,8651,251,32,s10n5usuario2,D,s10n5usuario8,C,4,1402.3001194,1373.0,user,fix,s10n5,85,CCD,CC,C,C,0,1,1,C,C
8659,8659,259,33,s10n5usuario2,D,s10n5usuario8,C,4,1740.09990692,1711.0,user,fix,s10n5,85,DCD,DC,D,C,0,1,0,C,C
8667,8667,267,34,s10n5usuario2,D,s10n5usuario8,C,4,2630.30004501,2611.0,user,fix,s10n5,85,DCD,DC,D,C,0,1,0,D,C
8675,8675,275,35,s10n5usuario2,D,s10n5usuario8,C,4,4034.69991684,3981.0,user,fix,s10n5,85,DCD,DC,D,C,0,1,0,D,C
8683,8683,283,36,s10n5usuario2,D,s10n5usuario8,D,1,4975.30007362,4944.0,user,fix,s10n5,85,DCD,DC,D,C,0,1,0,D,C
8691,8691,291,37,s10n5usuario2,C,s10n5usuario8,D,0,2562.00003624,2532.0,user,fix,s10n5,85,DDC,DD,D,D,1,0,0,D,C
8699,8699,299,38,s10n5usuario2,D,s10n5usuario8,C,4,2565.29998779,2537.0,user,fix,s10n5,85,CDD,CD,C,D,0,0,1,D,D
8707,8707,307,39,s10n5usuario2,D,s10n5usuario8,D,1,2512.09998131,2454.0,user,fix,s10n5,85,DCD,DC,D,C,0,1,0,C,D
8715,8715,315,40,s10n5usuario2,D,s10n5usuario8,D,1,2863.39998245,2836.0,user,fix,s10n5,85,DDD,DD,D,D,0,0,0,D,C
8723,8723,323,41,s10n5usuario2,D,s10n5usuario8,C,4,2662.09983826,2636.0,user,fix,s10n5,85,DDD,DD,D,D,0,0,0,D,D
8731,8731,331,42,s10n5usuario2,D,s10n5usuario8,C,4,2642.99988747,2616.0,user,fix,s10n5,85,DCD,DC,D,C,0,1,0,D,D
8739,8739,339,43,s10n5usuario2,D,s10n5usuario8,C,4,2732.69987106,2706.0,user,fix,s10n5,85,DCD,DC,D,C,0,1,0,D,C
8747,8747,347,44,s10n5usuario2,D,s10n5usuario8,C,4,2239.59994316,2211.0,user,fix,s10n5,85,DCD,DC,D,C,0,1,0,D,C
8755,8755,355,45,s10n5usuario2,C,s10n5usuario8,C,3,3390.19989967,3365.0,user,fix,s10n5,85,DCC,DC,D,C,1,1,0,D,C
8763,8763,363,46,s10n5usuario2,C,s10n5usuario8,C,3,1851.09996796,1823.0,user,fix,s10n5,85,CCC,CC,C,C,1,1,1,D,C
8771,8771,371,47,s10n5usuario2,C,s10n5usuario8,C,3,2125.90003014,2096.0,user,fix,s10n5,85,CCC,CC,C,C,1,1,1,C,C
8779,8779,379,48,s10n5usuario2,D,s10n5usuario8,C,4,1969.30003166,1944.0,user,fix,s10n5,85,CCD,CC,C,C,0,1,1,C,C
8787,8787,387,49,s10n5usuario2,D,s10n5usuario8,C,4,3379.29987907,3355.0,user,fix,s10n5,85,DCD,DC,D,C,0,1,0,C,C
8795,8795,395,50,s10n5usuario2,D,s10n5usuario8,D,1,3641.2999630000004,3618.0,user,fix,s10n5,85,DCD,DC,D,C,0,1,0,D,C
8803,8803,403,51,s10n5usuario2,D,s10n5usuario8,C,4,3321.39992714,3288.0,user,fix,s10n5,85,DDD,DD,D,D,0,0,0,D,C
8811,8811,411,52,s10n5usuario2,D,s10n5usuario8,C,4,3677.79994011,3649.0,user,fix,s10n5,85,DCD,DC,D,C,0,1,0,D,D
8819,8819,419,53,s10n5usuario2,D,s10n5usuario8,D,1,2926.30004883,2898.0,user,fix,s10n5,85,DCD,DC,D,C,0,1,0,D,C
8827,8827,427,54,s10n5usuario2,D,s10n5usuario8,C,4,1838.20009232,1818.0,user,fix,s10n5,85,DDD,DD,D,D,0,0,0,D,C
8835,8835,435,55,s10n5usuario2,D,s10n5usuario8,C,4,2254.70018387,2227.0,user,fix,s10n5,85,DCD,DC,D,C,0,1,0,D,D
8843,8843,443,56,s10n5usuario2,D,s10n5usuario8,D,1,3573.00019264,3547.0,user,fix,s10n5,85,DCD,DC,D,C,0,1,0,D,C
8851,8851,451,57,s10n5usuario2,C,s10n5usuario8,D,0,3388.00001144,3359.0,user,fix,s10n5,85,DDC,DD,D,D,1,0,0,D,C
8859,8859,459,58,s10n5usuario2,D,s10n5usuario8,D,1,1864.50004578,1836.0,user,fix,s10n5,85,CDD,CD,C,D,0,0,1,D,D
8867,8867,467,59,s10n5usuario2,D,s10n5usuario8,D,1,1984.20000076,1958.0,user,fix,s10n5,85,DDD,DD,D,D,0,0,0,C,D
8875,8875,475,60,s10n5usuario2,C,s10n5usuario8,C,3,1804.60000038,1778.0,user,fix,s10n5,85,DDC,DD,D,D,1,0,0,D,D
8883,8883,483,61,s10n5usuario2,C,s10n5usuario8,C,3,2362.60008812,2337.0,user,fix,s10n5,85,CCC,CC,C,C,1,1,1,D,D
8891,8891,491,62,s10n5usuario2,D,s10n5usuario8,C,4,3365.70000648,3346.0,user,fix,s10n5,85,CCD,CC,C,C,0,1,1,C,C
8899,8899,499,63,s10n5usuario2,D,s10n5usuario8,C,4,2182.60002136,2156.0,user,fix,s10n5,85,DCD,DC,D,C,0,1,0,C,C
8907,8907,507,64,s10n5usuario2,D,s10n5usuario8,D,1,1547.39999771,1523.0,user,fix,s10n5,85,DCD,DC,D,C,0,1,0,D,C
8915,8915,515,65,s10n5usuario2,D,s10n5usuario8,C,4,3022.19986916,2992.0,user,fix,s10n5,85,DDD,DD,D,D,0,0,0,D,C
8923,8923,523,66,s10n5usuario2,D,s10n5usuario8,D,1,3097.70011902,3071.0,user,fix,s10n5,85,DCD,DC,D,C,0,1,0,D,D
8931,8931,531,67,s10n5usuario2,C,s10n5usuario8,D,0,1548.89988899,1521.0,user,fix,s10n5,85,DDC,DD,D,D,1,0,0,D,C
8939,8939,539,68,s10n5usuario2,C,s10n5usuario8,D,0,1711.30013466,1687.0,user,fix,s10n5,85,CDC,CD,C,D,1,0,1,D,D
8947,8947,547,69,s10n5usuario2,D,s10n5usuario8,D,1,1276.99995041,1250.0,user,fix,s10n5,85,CDD,CD,C,D,0,0,1,C,D
8955,8955,555,70,s10n5usuario2,D,s10n5usuario8,C,4,1104.30002213,1077.0,user,fix,s10n5,85,DDD,DD,D,D,0,0,0,C,D
8963,8963,563,71,s10n5usuario2,D,s10n5usuario8,C,4,970.099925995,944.0,user,fix,s10n5,85,DCD,DC,D,C,0,1,0,D,D
8971,8971,571,72,s10n5usuario2,D,s10n5usuario8,C,4,1302.9999733,1275.0,user,fix,s10n5,85,DCD,DC,D,C,0,1,0,D,C
8979,8979,579,73,s10n5usuario2,C,s10n5usuario8,C,3,1524.00016785,1498.0,user,fix,s10n5,85,DCC,DC,D,C,1,1,0,D,C
8987,8987,587,74,s10n5usuario2,C,s10n5usuario8,C,3,3161.5998745,3133.0,user,fix,s10n5,85,CCC,CC,C,C,1,1,1,D,C
8995,8995,595,75,s10n5usuario2,D,s10n5usuario8,C,4,1356.50014877,1331.0,user,fix,s10n5,85,CCD,CC,C,C,0,1,1,C,C
9003,9003,603,76,s10n5usuario2,D,s10n5usuario8,C,4,2306.70022964,2274.0,user,fix,s10n5,85,DCD,DC,D,C,0,1,0,C,C
